,Forks,Full_Name,Language,Name,PRs_count,Project_ID,Stars,Watchers
281,6789.0,vsouza/awesome-ios,Swift,awesome-ios,2684.0,21700699.0,45795.0,45795.0
282,9962.0,TryGhost/Ghost,JavaScript,Ghost,13167.0,9852918.0,45755.0,45755.0
283,1684.0,jesseduffield/lazygit,Go,lazygit,1523.0,134017286.0,45735.0,45735.0
284,5254.0,tiimgreen/github-cheat-sheet,,github-cheat-sheet,173.0,18708860.0,45717.0,45717.0
285,10193.0,iperov/DeepFaceLab,Python,DeepFaceLab,131.0,136026789.0,45516.0,45516.0
286,3610.0,charlax/professional-programming,Python,professional-programming,57.0,45723377.0,45308.0,45308.0
287,9093.0,square/okhttp,Kotlin,okhttp,4222.0,5152285.0,45269.0,45269.0
288,6253.0,ziishaned/learn-regex,,learn-regex,179.0,98029592.0,45157.0,45157.0
289,1881.0,BurntSushi/ripgrep,Rust,ripgrep,814.0,53631945.0,45022.0,45022.0
290,3354.0,marktext/marktext,JavaScript,marktext,1065.0,110446844.0,44745.0,44745.0
291,8928.0,v2ray/v2ray-core,Go,v2ray-core,618.0,41912791.0,44732.0,44732.0
292,7860.0,vuejs/core,TypeScript,core,4302.0,137078487.0,44685.0,44685.0
293,1288.0,FuelLabs/fuels-rs,Rust,fuels-rs,798.0,423275200.0,44662.0,44662.0
294,1255.0,FuelLabs/fuels-ts,TypeScript,fuels-ts,1345.0,402860175.0,44607.0,44607.0
295,5400.0,JuliaLang/julia,Julia,julia,29144.0,1644196.0,44539.0,44539.0
296,6548.0,ngosang/trackerslist,,trackerslist,55.0,56969116.0,44508.0,44508.0
297,5125.0,minio/minio,Go,minio,10428.0,29261473.0,44313.0,44313.0
298,10936.0,topjohnwu/Magisk,C++,Magisk,2226.0,67702184.0,44280.0,44280.0
299,8536.0,justjavac/awesome-wechat-weapp,,awesome-wechat-weapp,304.0,68957920.0,44204.0,44204.0
300,4798.0,gogs/gogs,Go,gogs,2274.0,16752620.0,44161.0,44161.0
301,5210.0,facebookresearch/segment-anything,Jupyter Notebook,segment-anything,106.0,618058471.0,44155.0,44155.0
302,10474.0,karan/Projects,,Projects,113.0,11177928.0,44137.0,44137.0
303,5160.0,meteor/meteor,JavaScript,meteor,3848.0,3214406.0,44049.0,44049.0
304,4003.0,typescript-cheatsheets/react,JavaScript,react,462.0,135786093.0,44025.0,44025.0
305,4169.0,dair-ai/Prompt-Engineering-Guide,MDX,Prompt-Engineering-Guide,333.0,579082810.0,44008.0,44008.0
306,3948.0,rclone/rclone,Go,rclone,2452.0,17803236.0,43911.0,43911.0
307,11567.0,android/architecture-samples,Kotlin,architecture-samples,483.0,51148780.0,43866.0,43866.0
308,1655.0,wagoodman/dive,Go,dive,202.0,133251103.0,43688.0,43688.0
309,6345.0,jestjs/jest,TypeScript,jest,7185.0,15062869.0,43611.0,43611.0
310,18157.0,ColorlibHQ/AdminLTE,Astro,AdminLTE,2514.0,15428480.0,43593.0,43593.0
311,1617.0,meilisearch/meilisearch,Rust,meilisearch,1911.0,130688011.0,43436.0,43436.0
312,5103.0,kamranahmedse/design-patterns-for-humans,,design-patterns-for-humans,81.0,82227585.0,43430.0,43430.0
313,7027.0,PowerShell/PowerShell,C#,PowerShell,8436.0,49609581.0,43382.0,43382.0
314,4397.0,agalwood/Motrix,JavaScript,Motrix,278.0,162279822.0,43356.0,43356.0
315,10303.0,Avik-Jain/100-Days-Of-ML-Code,,100-Days-Of-ML-Code,55.0,139824423.0,43337.0,43337.0
316,2306.0,x64dbg/x64dbg,C++,x64dbg,836.0,33791743.0,43228.0,43228.0
317,14995.0,aymericdamien/TensorFlow-Examples,Jupyter Notebook,TensorFlow-Examples,170.0,45986162.0,43224.0,43224.0
318,2910.0,gorhill/uBlock,JavaScript,uBlock,384.0,33263118.0,43152.0,43152.0
319,2252.0,parcel-bundler/parcel,JavaScript,parcel,3137.0,99598595.0,43121.0,43121.0
320,23473.0,microsoft/generative-ai-for-beginners,Jupyter Notebook,generative-ai-for-beginners,281.0,655806940.0,43053.0,43053.0
321,2559.0,rust-unofficial/awesome-rust,Rust,awesome-rust,1569.0,21938243.0,43053.0,43053.0
322,2064.0,romkatv/powerlevel10k,Shell,powerlevel10k,238.0,172378503.0,43036.0,43036.0
323,4651.0,laurent22/joplin,TypeScript,joplin,4033.0,79162682.0,43009.0,43009.0
324,10648.0,astaxie/build-web-application-with-golang,Go,build-web-application-with-golang,897.0,5271882.0,42926.0,42926.0
325,5572.0,babel/babel,TypeScript,babel,6953.0,24560307.0,42916.0,42916.0
326,4691.0,Z4nzu/hackingtool,Python,hackingtool,109.0,254832799.0,42795.0,42795.0
327,1311.0,pmndrs/zustand,TypeScript,zustand,746.0,180328715.0,42698.0,42698.0
328,3457.0,vercel/hyper,TypeScript,hyper,4050.0,62367558.0,42678.0,42678.0
329,7276.0,square/retrofit,HTML,retrofit,1349.0,892275.0,42629.0,42629.0
330,4732.0,pixijs/pixijs,TypeScript,pixijs,4135.0,7741856.0,42571.0,42571.0
331,73456.0,firstcontributions/first-contributions,,first-contributions,82878.0,68720867.0,42536.0,42536.0
332,2939.0,nocodb/nocodb,TypeScript,nocodb,3664.0,108761645.0,42533.0,42533.0
333,2209.0,withastro/astro,TypeScript,astro,6482.0,348060227.0,42527.0,42527.0
334,11712.0,FFmpeg/FFmpeg,C,FFmpeg,383.0,1614410.0,42511.0,42511.0
335,5199.0,go-gitea/gitea,Go,gitea,17625.0,72495579.0,42032.0,42032.0
336,17347.0,pandas-dev/pandas,Python,pandas,32123.0,858127.0,42004.0,42004.0
337,1060.0,google/zx,JavaScript,zx,283.0,364474335.0,41722.0,41722.0
338,3188.0,k88hudson/git-flight-rules,,git-flight-rules,284.0,22119721.0,41615.0,41615.0
339,3650.0,huginn/huginn,Ruby,huginn,1268.0,8681349.0,41596.0,41596.0
340,5370.0,isocpp/CppCoreGuidelines,Python,CppCoreGuidelines,1028.0,41058054.0,41567.0,41567.0
341,2636.0,ruanyf/weekly,,weekly,111.0,152870372.0,41534.0,41534.0
342,17557.0,jakevdp/PythonDataScienceHandbook,Jupyter Notebook,PythonDataScienceHandbook,205.0,65388917.0,41533.0,41533.0
343,3331.0,poteto/hiring-without-whiteboards,JavaScript,hiring-without-whiteboards,1412.0,85031442.0,41467.0,41467.0
344,2720.0,yarnpkg/yarn,JavaScript,yarn,2286.0,49970642.0,41333.0,41333.0
345,3252.0,quilljs/quill,TypeScript,quill,716.0,5239185.0,41291.0,41291.0
346,9323.0,hashicorp/terraform,Go,terraform,14059.0,17728164.0,41213.0,41213.0
347,3725.0,appwrite/appwrite,TypeScript,appwrite,3735.0,180190854.0,41130.0,41130.0
348,5074.0,dypsilon/frontend-dev-bookmarks,,frontend-dev-bookmarks,335.0,10865436.0,41010.0,41010.0
349,9567.0,Asabeneh/30-Days-Of-JavaScript,JavaScript,30-Days-Of-JavaScript,631.0,229764465.0,40971.0,40971.0
350,1759.0,starship/starship,Rust,starship,3192.0,178991158.0,40891.0,40891.0
351,5060.0,n8n-io/n8n,TypeScript,n8n,7704.0,193215554.0,40841.0,40841.0
352,12459.0,bailicangdu/vue2-elm,Vue,vue2-elm,50.0,77189043.0,40769.0,40769.0
353,10356.0,grpc/grpc,C++,grpc,24983.0,27729880.0,40764.0,40764.0
354,2568.0,Unitech/pm2,JavaScript,pm2,880.0,10187082.0,40731.0,40731.0
355,7529.0,Alamofire/Alamofire,Swift,Alamofire,1089.0,22458259.0,40546.0,40546.0
356,8134.0,discourse/discourse,Ruby,discourse,26281.0,7569578.0,40533.0,40533.0
357,3095.0,streamich/react-use,TypeScript,react-use,1988.0,154950925.0,40440.0,40440.0
358,3387.0,brillout/awesome-react-components,,awesome-react-components,374.0,61893399.0,40408.0,40408.0
359,5656.0,yangshun/front-end-interview-handbook,MDX,front-end-interview-handbook,315.0,117372806.0,40334.0,40334.0
360,6500.0,nlohmann/json,C++,json,1027.0,11171548.0,40328.0,40328.0
361,5336.0,dkhamsing/open-source-ios-apps,,open-source-ios-apps,1214.0,29887499.0,40138.0,40138.0
362,3880.0,nwjs/nw.js,JavaScript,nw.js,838.0,3100121.0,40114.0,40114.0
363,2470.0,styled-components/styled-components,TypeScript,styled-components,1302.0,65794292.0,40098.0,40098.0
364,4322.0,type-challenges/type-challenges,TypeScript,type-challenges,687.0,281975310.0,40092.0,40092.0
365,26261.0,apache/dubbo,Java,dubbo,7093.0,4710920.0,40047.0,40047.0
366,5739.0,Leaflet/Leaflet,JavaScript,Leaflet,4023.0,931135.0,40010.0,40010.0
367,7253.0,akullpp/awesome-java,,awesome-java,950.0,21648001.0,39963.0,39963.0
368,2473.0,GitSquared/edex-ui,JavaScript,edex-ui,475.0,80276391.0,39863.0,39863.0
369,2659.0,TanStack/query,TypeScript,query,2457.0,207645083.0,39749.0,39749.0
370,1980.0,react-hook-form/react-hook-form,TypeScript,react-hook-form,2353.0,174038031.0,39647.0,39647.0
371,2295.0,serhii-londar/open-source-mac-os-apps,,open-source-mac-os-apps,677.0,109343098.0,39523.0,39523.0
372,6849.0,faif/python-patterns,Python,python-patterns,325.0,4578002.0,39429.0,39429.0
373,9239.0,Homebrew/brew,Ruby,brew,12039.0,53238813.0,39428.0,39428.0
374,4659.0,geekan/MetaGPT,Python,MetaGPT,743.0,660551251.0,39422.0,39422.0
375,3575.0,dcloudio/uni-app,JavaScript,uni-app,416.0,140687430.0,39391.0,39391.0
376,5102.0,THUDM/ChatGLM-6B,Python,ChatGLM-6B,121.0,613349035.0,39341.0,39341.0
377,4648.0,skylot/jadx,Java,jadx,528.0,8859474.0,39213.0,39213.0
378,6910.0,vuetifyjs/vuetify,TypeScript,vuetify,5155.0,67962648.0,39064.0,39064.0
379,9915.0,RocketChat/Rocket.Chat,TypeScript,Rocket.Chat,15818.0,35866694.0,38887.0,38887.0
380,4744.0,Dogfalo/materialize,JavaScript,materialize,1443.0,23974149.0,38861.0,38861.0
381,4987.0,alex/what-happens-when,,what-happens-when,1823.0,14194174.0,38855.0,38855.0
382,13375.0,kelseyhightower/kubernetes-the-hard-way,,kubernetes-the-hard-way,384.0,62812261.0,38788.0,38788.0
383,7283.0,jgraph/drawio,JavaScript,drawio,167.0,67508428.0,38714.0,38714.0
384,5602.0,fastlane/fastlane,Ruby,fastlane,7387.0,27442967.0,38646.0,38646.0
385,7265.0,PaddlePaddle/PaddleOCR,Python,PaddleOCR,2883.0,262296122.0,38627.0,38627.0
386,9746.0,nolimits4web/swiper,JavaScript,swiper,829.0,3721224.0,38612.0,38612.0
387,4714.0,hexojs/hexo,TypeScript,hexo,1263.0,5923215.0,38490.0,38490.0
388,27952.0,apache/spark,Scala,spark,46290.0,17165658.0,38398.0,38398.0
389,3468.0,microsoft/monaco-editor,JavaScript,monaco-editor,567.0,60630844.0,38358.0,38358.0
390,11321.0,apachecn/ailearning,Python,ailearning,530.0,83119431.0,38108.0,38108.0
391,4244.0,hpcaitech/ColossalAI,Python,ColossalAI,3870.0,422274596.0,37927.0,37927.0
392,14282.0,jeecgboot/jeecg-boot,Java,jeecg-boot,257.0,159152904.0,37840.0,37840.0
393,5921.0,LeCoupa/awesome-cheatsheets,JavaScript,awesome-cheatsheets,299.0,110058856.0,37569.0,37569.0
394,4693.0,Kong/kong,Lua,kong,7580.0,26783295.0,37544.0,37544.0
395,6682.0,impress/impress.js,JavaScript,impress.js,381.0,3065454.0,37502.0,37502.0
396,1749.0,chubin/cheat.sh,Python,cheat.sh,159.0,90563585.0,37488.0,37488.0
397,3242.0,dbeaver/dbeaver,Java,dbeaver,5305.0,44662669.0,37482.0,37482.0
398,4881.0,alist-org/alist,Go,alist,646.0,323965659.0,37445.0,37445.0
399,2369.0,psf/black,Python,black,1731.0,125266328.0,37420.0,37420.0
400,7274.0,floodsung/Deep-Learning-Papers-Reading-Roadmap,Python,Deep-Learning-Papers-Reading-Roadmap,92.0,70905478.0,37391.0,37391.0
401,7652.0,php/php-src,C,php-src,11410.0,1903522.0,37317.0,37317.0
402,8301.0,Light-City/CPlusPlusThings,C++,CPlusPlusThings,117.0,196813750.0,37312.0,37312.0
403,1088.0,evanw/esbuild,Go,esbuild,408.0,61137153.0,37294.0,37294.0
404,1424.0,prisma/prisma,TypeScript,prisma,7307.0,192925833.0,37278.0,37278.0
405,8981.0,PhilJay/MPAndroidChart,Java,MPAndroidChart,506.0,19148949.0,37253.0,37253.0
406,7364.0,videojs/video.js,JavaScript,video.js,3135.0,667006.0,37202.0,37202.0
407,9488.0,google-research/bert,Python,bert,204.0,154747577.0,37036.0,37036.0
408,3835.0,tabler/tabler,HTML,tabler,799.0,119811010.0,36971.0,36971.0
409,3973.0,getsentry/sentry,Python,sentry,57095.0,873328.0,36954.0,36954.0
410,7132.0,bannedbook/fanqiang,Kotlin,fanqiang,11.0,29219243.0,36876.0,36876.0
411,5613.0,lyswhut/lx-music-desktop,TypeScript,lx-music-desktop,102.0,202367615.0,36819.0,36819.0
412,2888.0,wg/wrk,C,wrk,130.0,3774328.0,36797.0,36797.0
413,8793.0,sudheerj/reactjs-interview-questions,JavaScript,reactjs-interview-questions,210.0,135614069.0,36786.0,36786.0
414,2928.0,pyenv/pyenv,Roff,pyenv,1043.0,5625464.0,36771.0,36771.0
415,3196.0,LAION-AI/Open-Assistant,Python,Open-Assistant,1959.0,577603990.0,36655.0,36655.0
416,1360.0,FreeCodeCampChina/freecodecamp.cn,CSS,freecodecamp.cn,73.0,69629434.0,36654.0,36654.0
417,3145.0,chakra-ui/chakra-ui,MDX,chakra-ui,3157.0,202890778.0,36619.0,36619.0
418,4762.0,acmesh-official/acme.sh,Shell,acme.sh,2031.0,48610662.0,36600.0,36600.0
419,4860.0,metabase/metabase,Clojure,metabase,24103.0,30203935.0,36587.0,36587.0
420,13266.0,google/styleguide,HTML,styleguide,434.0,35969061.0,36577.0,36577.0
421,4866.0,oobabooga/text-generation-webui,Python,text-generation-webui,1522.0,580642043.0,36472.0,36472.0
422,5785.0,freefq/free,,free,14.0,270171567.0,36394.0,36394.0
423,2500.0,iina/iina,Swift,iina,1017.0,76838017.0,36385.0,36385.0
424,7052.0,phaserjs/phaser,JavaScript,phaser,2344.0,9393759.0,36353.0,36353.0
425,4674.0,Stability-AI/stablediffusion,Python,stablediffusion,84.0,569927055.0,36319.0,36319.0
426,1108.0,opentofu/manifesto,HTML,manifesto,1122.0,678083094.0,36238.0,36238.0
427,5717.0,pingcap/tidb,Go,tidb,34926.0,41986369.0,36162.0,36162.0
428,2691.0,DovAmir/awesome-design-patterns,,awesome-design-patterns,50.0,136062240.0,36146.0,36146.0
429,9408.0,0voice/interview_internal_reference,Python,interview_internal_reference,44.0,191113739.0,36123.0,36123.0
430,1926.0,preactjs/preact,JavaScript,preact,2314.0,42283287.0,36063.0,36063.0
431,2783.0,spf13/cobra,Go,cobra,1000.0,12574344.0,36057.0,36057.0
432,9316.0,QSCTech/zju-icicles,HTML,zju-icicles,242.0,62156403.0,36042.0,36042.0
433,54279.0,eugenp/tutorials,Java,tutorials,15792.0,9754983.0,35994.0,35994.0
434,3216.0,dylanaraps/pure-bash-bible,Shell,pure-bash-bible,61.0,137147386.0,35882.0,35882.0
435,22021.0,slatedocs/slate,SCSS,slate,974.0,12820537.0,35851.0,35851.0
436,8097.0,ant-design/ant-design-pro,TypeScript,ant-design-pro,1446.0,101394335.0,35814.0,35814.0
437,5728.0,GokuMohandas/Made-With-ML,Jupyter Notebook,Made-With-ML,187.0,156157055.0,35690.0,35690.0
438,3828.0,go-gorm/gorm,Go,gorm,1307.0,13855476.0,35510.0,35510.0
439,4013.0,byoungd/English-level-up-tips,HTML,English-level-up-tips,34.0,92807616.0,35479.0,35479.0
440,6374.0,gto76/python-cheatsheet,Python,python-cheatsheet,106.0,118861276.0,35435.0,35435.0
441,5208.0,cli/cli,Go,cli,2716.0,212613049.0,35429.0,35429.0
442,7767.0,AobingJava/JavaFamily,,JavaFamily,15.0,221129519.0,35428.0,35428.0
443,3814.0,open-guides/og-aws,Shell,og-aws,588.0,63266213.0,35401.0,35401.0
444,2237.0,lerna/lerna,TypeScript,lerna,1311.0,47394776.0,35376.0,35376.0
445,1743.0,sickcodes/Docker-OSX,Shell,Docker-OSX,121.0,269336148.0,35358.0,35358.0
446,2116.0,vlang/v,V,v,11669.0,169677297.0,35295.0,35295.0
447,9101.0,exacity/deeplearningbook-chinese,TeX,deeplearningbook-chinese,34.0,75830968.0,35178.0,35178.0
448,1799.0,localsend/localsend,Dart,localsend,402.0,578822531.0,35158.0,35158.0
449,7643.0,google/leveldb,C++,leveldb,395.0,23405758.0,35125.0,35125.0
450,3362.0,XingangPan/DragGAN,Python,DragGAN,30.0,642323624.0,35103.0,35103.0
451,2624.0,satwikkansal/wtfpython,Python,wtfpython,129.0,101684374.0,35072.0,35072.0
452,1719.0,koalaman/shellcheck,Haskell,shellcheck,362.0,6731432.0,35050.0,35050.0
453,4349.0,lllyasviel/Fooocus,Python,Fooocus,553.0,676676006.0,35049.0,35049.0
454,7575.0,istio/istio,Go,istio,31134.0,74175805.0,35019.0,35019.0
455,7302.0,alvarotrigo/fullPage.js,JavaScript,fullPage.js,515.0,12972263.0,35002.0,35002.0
456,5236.0,vim/vim,Vim Script,vim,6707.0,40997482.0,35001.0,35001.0
457,2252.0,mingrammer/diagrams,Python,diagrams,480.0,237791077.0,34932.0,34932.0
458,3216.0,koajs/koa,JavaScript,koa,849.0,11551538.0,34862.0,34862.0
459,4722.0,NervJS/taro,TypeScript,taro,4189.0,128624453.0,34777.0,34777.0
460,3183.0,coreybutler/nvm-windows,Go,nvm-windows,171.0,24268127.0,34747.0,34747.0
461,6437.0,geekxh/hello-algorithm,Java,hello-algorithm,31.0,267775629.0,34740.0,34740.0
462,7344.0,alibaba/arthas,Java,arthas,812.0,146633589.0,34703.0,34703.0
463,8144.0,sahat/hackathon-starter,JavaScript,hackathon-starter,626.0,14370955.0,34696.0,34696.0
464,11572.0,shadowsocks/shadowsocks-android,Kotlin,shadowsocks-android,383.0,7190986.0,34694.0,34694.0
465,5367.0,airbnb/lottie-android,Java,lottie-android,758.0,70198875.0,34661.0,34661.0
466,2168.0,nativefier/nativefier,TypeScript,nativefier,332.0,38558578.0,34648.0,34648.0
467,5711.0,TencentARC/GFPGAN,Python,GFPGAN,54.0,349321229.0,34632.0,34632.0
468,22638.0,odoo/odoo,Python,odoo,144957.0,19745004.0,34631.0,34631.0
469,13561.0,apache/airflow,Python,airflow,26223.0,33884891.0,34560.0,34560.0
470,3331.0,chenfei-wu/TaskMatrix,Python,TaskMatrix,115.0,608555244.0,34527.0,34527.0
471,8644.0,bradtraversy/50projects50days,CSS,50projects50days,151.0,313330998.0,34513.0,34513.0
472,7993.0,SheetJS/sheetjs,,sheetjs,324.0,6988020.0,34505.0,34505.0
473,7320.0,nodejs/node-v0.x-archive,,node-v0.x-archive,3796.0,211666.0,34469.0,34469.0
474,3897.0,mitmproxy/mitmproxy,Python,mitmproxy,2793.0,519832.0,34405.0,34405.0
475,9709.0,dotnet/aspnetcore,C#,aspnetcore,17861.0,17620347.0,34379.0,34379.0
476,6095.0,bumptech/glide,Java,glide,943.0,11267509.0,34370.0,34370.0
477,6476.0,ClickHouse/ClickHouse,C++,ClickHouse,43138.0,60246359.0,34247.0,34247.0
478,6160.0,curl/curl,C,curl,8392.0,569041.0,34218.0,34218.0
479,1745.0,formulahendry/955.WLB,,955.WLB,61.0,178092134.0,34183.0,34183.0
480,8590.0,unknwon/the-way-to-go_ZH_CN,Go,the-way-to-go_ZH_CN,707.0,8989842.0,34170.0,34170.0
481,4177.0,lm-sys/FastChat,Python,FastChat,1036.0,615882673.0,34138.0,34138.0
482,2912.0,1c7/chinese-independent-developer,,chinese-independent-developer,232.0,104337773.0,34101.0,34101.0
483,3972.0,jondot/awesome-react-native,JavaScript,awesome-react-native,1055.0,32948863.0,34088.0,34088.0
484,1880.0,carbon-app/carbon,JavaScript,carbon,816.0,94498635.0,34022.0,34022.0
485,2504.0,denysdovhan/wtfjs,JavaScript,wtfjs,193.0,97249406.0,34016.0,34016.0
486,2261.0,freeCodeCamp/devdocs,Ruby,devdocs,1026.0,13840241.0,33903.0,33903.0
487,8551.0,openai/gym,Python,gym,1451.0,57222302.0,33902.0,33902.0
488,5091.0,babysor/MockingBird,Python,MockingBird,94.0,393571599.0,33885.0,33885.0
489,18739.0,BVLC/caffe,C++,caffe,2242.0,12791642.0,33876.0,33876.0
490,3990.0,zenorocha/clipboard.js,JavaScript,clipboard.js,230.0,42751014.0,33800.0,33800.0
491,1734.0,date-fns/date-fns,TypeScript,date-fns,1649.0,24841635.0,33730.0,33730.0
492,9786.0,testerSunshine/12306,Python,12306,146.0,91573538.0,33712.0,33712.0
493,3603.0,comfyanonymous/ComfyUI,Python,ComfyUI,703.0,589831718.0,33708.0,33708.0
494,3408.0,aria2/aria2,C++,aria2,357.0,1116542.0,33614.0,33614.0
495,2136.0,naptha/tesseract.js,JavaScript,tesseract.js,229.0,37958358.0,33570.0,33570.0
496,2770.0,jaredpalmer/formik,TypeScript,formik,1324.0,94367677.0,33538.0,33538.0
497,18704.0,shadowsocks/shadowsocks,Python,shadowsocks,162.0,4086616.0,33510.0,33510.0
498,5007.0,xitu/gold-miner,,gold-miner,3933.0,45512989.0,33390.0,33390.0
499,1481.0,pocketbase/pocketbase,Go,pocketbase,190.0,510607652.0,33359.0,33359.0
500,1111.0,jesseduffield/lazydocker,Go,lazydocker,223.0,187335810.0,33334.0,33334.0
501,10363.0,AFNetworking/AFNetworking,Objective-C,AFNetworking,1517.0,1828795.0,33333.0,33333.0
502,6184.0,typeorm/typeorm,TypeScript,typeorm,2858.0,52773157.0,33303.0,33303.0
503,7668.0,adobe/brackets,JavaScript,brackets,5606.0,2935735.0,33292.0,33292.0
504,1895.0,junegunn/vim-plug,Vim Script,vim-plug,258.0,12732573.0,33216.0,33216.0
505,1628.0,dani-garcia/vaultwarden,Rust,vaultwarden,883.0,121898717.0,33162.0,33162.0
506,7837.0,huihut/interview,C++,interview,51.0,120887835.0,33137.0,33137.0
507,1837.0,Kong/insomnia,JavaScript,insomnia,3099.0,56899284.0,33119.0,33119.0
508,9912.0,google/googletest,C++,googletest,1995.0,39840932.0,33117.0,33117.0
509,2034.0,tmux/tmux,C,tmux,595.0,36836475.0,33022.0,33022.0
510,1540.0,WerWolv/ImHex,C++,ImHex,538.0,311683390.0,33000.0,33000.0
511,10630.0,Blankj/AndroidUtilCode,Java,AndroidUtilCode,216.0,64558143.0,32938.0,32938.0
512,4239.0,gulpjs/gulp,JavaScript,gulp,676.0,11167738.0,32897.0,32897.0
513,1778.0,immutable-js/immutable-js,TypeScript,immutable-js,753.0,21413198.0,32870.0,32870.0
514,958.0,lapce/lapce,Rust,lapce,1338.0,120425779.0,32867.0,32867.0
515,7701.0,google-research/google-research,Jupyter Notebook,google-research,767.0,151619717.0,32865.0,32865.0
516,1571.0,zed-industries/zed,Rust,zed,5375.0,340547520.0,32862.0,32862.0
517,13684.0,rapid7/metasploit-framework,Ruby,metasploit-framework,12798.0,2293158.0,32829.0,32829.0
518,4378.0,sorrycc/awesome-javascript,,awesome-javascript,783.0,21393871.0,32817.0,32817.0
519,1089.0,bigskysoftware/htmx,JavaScript,htmx,1041.0,255378816.0,32806.0,32806.0
520,3857.0,microsoft/DeepSpeed,Python,DeepSpeed,2703.0,235860204.0,32800.0,32800.0
521,15728.0,netty/netty,Java,netty,7482.0,1064563.0,32797.0,32797.0
522,1160.0,trpc/trpc,TypeScript,trpc,3873.0,280557054.0,32725.0,32725.0
523,7716.0,XX-net/XX-Net,Python,XX-Net,486.0,29290473.0,32692.0,32692.0
524,1961.0,tldraw/tldraw,TypeScript,tldraw,2080.0,365739812.0,32676.0,32676.0
525,1783.0,photoprism/photoprism,Go,photoprism,754.0,119160553.0,32671.0,32671.0
526,3847.0,suno-ai/bark,Jupyter Notebook,bark,63.0,624994625.0,32670.0,32670.0
527,3390.0,novuhq/novu,TypeScript,novu,3887.0,400215964.0,32550.0,32550.0
528,2490.0,atlassian/react-beautiful-dnd,JavaScript,react-beautiful-dnd,966.0,99761907.0,32451.0,32451.0
529,3259.0,jgm/pandoc,Haskell,pandoc,2005.0,571770.0,32449.0,32449.0
530,6704.0,fxsjy/jieba,Python,jieba,166.0,6007295.0,32442.0,32442.0
531,5056.0,docker/compose,Go,compose,4130.0,15045751.0,32408.0,32408.0
532,9546.0,hankcs/HanLP,Python,HanLP,132.0,24976755.0,32408.0,32408.0
533,3156.0,QuivrHQ/quivr,TypeScript,quivr,1367.0,640079149.0,32402.0,32402.0
534,3155.0,bevyengine/bevy,Rust,bevy,7189.0,234798675.0,32394.0,32394.0
535,5047.0,google/material-design-lite,HTML,material-design-lite,1194.0,29268051.0,32277.0,32277.0
536,9285.0,zxing/zxing,Java,zxing,456.0,2562751.0,32266.0,32266.0
537,7576.0,PKUanonym/REKCARC-TSC-UHT,HTML,REKCARC-TSC-UHT,162.0,179613976.0,32256.0,32256.0
538,1465.0,carbon-language/carbon-lang,C++,carbon-lang,3037.0,259463685.0,32218.0,32218.0
539,3136.0,zhongyang219/TrafficMonitor,C++,TrafficMonitor,69.0,98771110.0,32205.0,32205.0
540,3743.0,Ryujinx/Ryujinx,C#,Ryujinx,3614.0,120231691.0,32196.0,32196.0
541,7960.0,shadowsocks/ShadowsocksX-NG,Swift,ShadowsocksX-NG,118.0,60844036.0,32170.0,32170.0
542,8074.0,bilibili/ijkplayer,C,ijkplayer,228.0,10446890.0,32110.0,32110.0
543,1515.0,immich-app/immich,TypeScript,immich,3947.0,455229168.0,32091.0,32091.0
544,10660.0,xkcoding/spring-boot-demo,Java,spring-boot-demo,89.0,110211147.0,32080.0,32080.0
545,5604.0,halfrost/LeetCode-Go,Go,LeetCode-Go,200.0,97533102.0,32041.0,32041.0
546,2043.0,files-community/Files,C#,Files,5519.0,164140756.0,31996.0,31996.0
547,4796.0,karpathy/nanoGPT,Python,nanoGPT,187.0,582822129.0,31939.0,31939.0
548,3350.0,markedjs/marked,JavaScript,marked,1721.0,2096579.0,31926.0,31926.0
549,3658.0,httpie/cli,Python,cli,607.0,3544424.0,31923.0,31923.0
550,2020.0,goabstract/Awesome-Design-Tools,JavaScript,Awesome-Design-Tools,389.0,170326929.0,31828.0,31828.0
551,6481.0,Asabeneh/30-Days-Of-Python,Python,30-Days-Of-Python,327.0,222751131.0,31800.0,31800.0
552,2788.0,streamlit/streamlit,Python,streamlit,4392.0,204086862.0,31788.0,31788.0
553,759.0,sharkdp/fd,Rust,fd,664.0,90793418.0,31656.0,31656.0
554,9336.0,halo-dev/halo,Java,halo,2072.0,126178683.0,31650.0,31650.0
555,3386.0,appsmithorg/appsmith,TypeScript,appsmith,13832.0,275993885.0,31632.0,31632.0
556,994.0,typicode/husky,JavaScript,husky,411.0,21125024.0,31607.0,31607.0
557,10651.0,laravel/framework,PHP,framework,29703.0,7548986.0,31528.0,31528.0
558,11929.0,Trinea/android-open-project,,android-open-project,302.0,15653276.0,31503.0,31503.0
559,2752.0,harness/gitness,Go,gitness,1487.0,16607898.0,31449.0,31449.0
560,1564.0,gofiber/fiber,Go,fiber,1607.0,234231371.0,31435.0,31435.0
561,7294.0,ccxt/ccxt,Python,ccxt,12427.0,91253698.0,31408.0,31408.0
562,5380.0,TheAlgorithms/JavaScript,JavaScript,JavaScript,1434.0,97086543.0,31384.0,31384.0
563,3100.0,ggerganov/whisper.cpp,C,whisper.cpp,628.0,541269386.0,31343.0,31343.0
564,3534.0,bayandin/awesome-awesomeness,Ruby,awesome-awesomeness,413.0,21600440.0,31276.0,31276.0
565,1224.0,slidevjs/slidev,TypeScript,slidev,522.0,361044034.0,31261.0,31261.0
